,red_card_continent,age,nation,league,team,goals_selection,selections_nation,position,price,goal_champ,assist_champ,own_goal_champ,yellow_card_champ,second_yellow_card_champ,red_card_champ,goal_cup,assist_cup,own_goal_cup,yellow_card_cup,second_yellow_card_cup,red_card_cup,goal_continent,assist_continent,own_goal_continent,yellow_card_continent,second_yellow_card_continent
7942,0.0,23,Uruguay,SérieB,VilaNovaFC,0,3,LeftWinger,400000.0,9.0,8.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11554,1.0,34,Brazil,StarsLeague,Al0Khor,0,1,AttackingMidfield,1250000.0,44.0,50.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,0.0,6.0,0.0
2541,0.0,29,Germany,SuperLiga,RedStar,1,16,AttackingMidfield,3500000.0,49.0,84.0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,8.0,7.0,0.0,5.0,0.0
10694,0.0,21,Fiji,PremierLeague,NadiFA,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4506,0.0,29,Germany,LaLiga,RealMadrid,14,91,CentralMidfield,80000000.0,50.0,98.0,0.0,58.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,23.0,0.0,11.0,0.0
45,0.0,25,England,PremierLeague,Cardiff,0,0,AttackingMidfield,10000000.0,31.0,26.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,0.0,20,CzechRepublic,FortunaLiga,Bohemians1905,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530,0.0,23,Japan,J2League,TochigiSC,0,0,Defender,50000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5217,0.0,23,Tunisia,LigueIPro,USTataouine,0,0,CentralMidfield,100000.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12223,0.0,27,China,SuperLeague,BJRenhe,0,0,LeftWinger,100000.0,9.0,4.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10850,0.0,30,Indonesia,Liga1,PSIS,0,0,DefensiveMidfield,125000.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11615,0.0,23,Qatar,StarsLeague,AlArabi,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7711,0.0,25,Uruguay,PrimeraDivisión,RamplaJrs,0,0,CentralMidfield,300000.0,12.0,8.0,1.0,16.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1380,0.0,21,Poland,Ekstraklasa,WislaKraków,0,1,Goalkeeper,250000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,2.0,20,Serbia,SuperLiga,Rad,0,1,Goalkeeper,400000.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3860,0.0,22,Senegal,LigaNOS,FCPorto,0,5,DefensiveMidfield,1000000.0,7.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,0.0,28,Romania,Liga1,FCSB,1,4,DefensiveMidfield,900000.0,8.0,8.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
10026,0.0,33,China,LeagueOne,SCLongfor,2,21,AttackingMidfield,50000.0,21.0,11.0,0.0,31.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
7078,0.0,38,Mexico,AscensoMXClausura,VenadosFC,0,0,Goalkeeper,300000.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
4058,0.0,27,Brazil,LigaNOS,Vit.Guimarães,0,0,LeftWinger,1500000.0,19.0,15.0,0.0,15.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5701,0.0,27,Iran,AzadeganLeague,Baadraan,0,10,DefensiveMidfield,250000.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11192,0.0,19,Hongkong,HongKongPL,Dreams,0,0,LeftMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8498,0.0,34,Panama,LigaÁguilaI,A.Bucaramanga,12,147,DefensiveMidfield,400000.0,16.0,3.0,0.0,65.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
5926,0.0,26,Tanzania,PremierLeague,Petrojet,1,42,DefensiveMidfield,100000.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,1.0,26,Belgium,Ligue1,R.Strasbourg,0,0,Goalkeeper,4500000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,20.0
7983,0.0,21,Brazil,SérieB,PontePreta,0,0,AttackingMidfield,50000.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8066,0.0,23,Colombia,LigaÁguilaI,UnionMagdalena,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.0,22,France,JupilerProLeague,CercleBrugge,2,6,CentralMidfield,2000000.0,10.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11496,0.0,32,Iran,PersianGulfProLeague,SaipaFC,0,0,CentralMidfield,250000.0,7.0,6.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,0.0,20,Iceland,Superligaen,VendsysselFF,1,3,LeftWinger,300000.0,19.0,11.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7379,0.0,23,Argentina,PrimeraBNacional,Rafaela,0,0,DefensiveMidfield,100000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6795,0.0,29,CostaRica,PrimeraDiv.Clausura,ADSanCarlos,1,11,LeftMidfield,200000.0,44.0,17.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12610,0.0,31,Japan,J1League,SaganTosu,0,7,DefensiveMidfield,800000.0,19.0,10.0,0.0,42.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12315,0.0,23,China,SuperLeague,GZEvergrande,1,2,RightWinger,50000.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5275,0.0,26,Algeria,LigueProfessionnelle1,CSConstantine,0,0,DefensiveMidfield,400000.0,21.0,10.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10525,0.0,26,Myanmar,NationalLeague,S.MyanmarFC,0,0,AttackingMidfield,25000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4860,0.0,23,Guinea0Bissau,ParvaLiga,CSKASofia,0,2,LeftWinger,1000000.0,12.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9326,0.0,24,Brazil,SérieA,Botafogo,0,0,AttackingMidfield,1000000.0,9.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9002,0.0,31,Argentina,PrimeraDivisión,CATucumán,0,0,LeftWinger,250000.0,25.0,10.0,0.0,19.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
8971,0.0,28,Argentina,PrimeraDivisión,Newell's,0,0,Goalkeeper,1000000.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10325,0.0,32,Japan,J2League,JEFUtd.Chiba,0,0,Goalkeeper,300000.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
3031,0.0,31,Belgium,JupilerProLeague,KSCLokeren,0,2,LeftWinger,600000.0,64.0,48.0,0.0,52.0,4.0,1.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7737,0.0,21,Uruguay,PrimeraDivisión,LiverpoolFC,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5343,0.0,23,Japan,J2League,FCGifu,0,0,CentralMidfield,150000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,28,England,PremierLeague,Liverpool,0,48,CentralMidfield,28000000.0,26.0,43.0,0.0,35.0,1.0,1.0,2.0,9.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0
9242,0.0,20,Colombia,PrimeraDivisión,RiverPlate,1,5,AttackingMidfield,2000000.0,6.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8872,0.0,25,Germany,MLS,AtlantaUnited,0,0,RightMidfield,2500000.0,10.0,22.0,0.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8983,2.0,39,Argentina,PrimeraDivisión,Estudiantes,0,7,DefensiveMidfield,175000.0,7.0,7.0,0.0,114.0,7.0,2.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,2.0,0.0,28.0,2.0
8357,0.0,26,Colombia,LigaÁguilaI,DeportivoPasto,0,0,AttackingMidfield,450000.0,7.0,5.0,0.0,27.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,0.0,29,Guinea,Liga1,GazMetan,0,18,DefensiveMidfield,500000.0,7.0,1.0,1.0,43.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10070,0.0,18,Japan,J2League,KyotoSanga,0,0,LeftMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7852,0.0,22,Uruguay,PrimeraDivisión,Nacional,0,1,RightWinger,350000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,0.0,22,Serbia,SuperLiga,Cukaricki,1,8,CentralMidfield,350000.0,15.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.0,25,Sweden,Allsvenskan,IFKGöteborg,0,0,AttackingMidfield,250000.0,24.0,19.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11924,0.0,21,Thailand,ThaiLeague,BangkokUtd.,0,0,DefensiveMidfield,50000.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9408,0.0,31,Brazil,SérieA,Corinthians,0,0,Goalkeeper,900000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5393,0.0,28,Iran,AzadeganLeague,Sorkhpooshan,0,0,RightWinger,200000.0,15.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9455,0.0,22,Brazil,SérieA,Cruzeiro,0,0,RightWinger,100000.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,0.0,24,Serbia,SuperLiga,Vozdovac,0,0,LeftWinger,250000.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7243,0.0,24,Mexico,AscensoMXClausura,LeonesNegros,0,0,CentralMidfield,600000.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8608,0.0,26,Georgia,MLS,Quakes,10,39,AttackingMidfield,2000000.0,57.0,20.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6335,0.0,23,SouthAfrica,ABSAPremiership,MaritzburgUtd.,0,1,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,0.0,18,Greece,SuperLeague,AOXanthi,0,2,LeftWinger,150000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016,0.0,20,Japan,J2League,MitoHollyHock,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10214,0.0,29,Japan,J2League,AvispaFukuoka,0,0,SecondStriker,500000.0,50.0,36.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12390,1.0,24,SaudiArabia,ProfessionalLeague,Ittihad,10,48,RightWinger,1000000.0,36.0,17.0,0.0,17.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0
1,0.0,21,Brazil,FirstDivision,APOELNicosia,0,0,RightWinger,800000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2078,0.0,24,France,Liga1,FCPoliIasi,0,0,RightMidfield,150000.0,7.0,9.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,23,England,PremierLeague,Bournemouth,0,4,RightWinger,9000000.0,13.0,20.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
9223,0.0,22,Colombia,PrimeraDivisión,BocaJuniors,0,1,RightWinger,3500000.0,7.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
8215,0.0,20,Mexico,LigaMXClausura,CFPachuca,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630,0.0,23,"Korea,South",KLeague2,DaejeonCitizen,0,0,RightWinger,150000.0,8.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,0.0,25,Spain,LaLiga,Getafe,0,1,Goalkeeper,300000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
8970,8.0,37,Argentina,PrimeraDivisión,Newell's,0,1,Goalkeeper,100000.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0
8379,0.0,25,Colombia,LigaÁguilaI,AtléticoHuila,0,0,CentralMidfield,300000.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,1.0,30,Belgium,Bundesliga,Bor.Dortmund,9,101,DefensiveMidfield,40000000.0,66.0,37.0,1.0,50.0,1.0,4.0,9.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,0.0,15.0,0.0
10667,0.0,24,Fiji,PremierLeague,LautokaFC,0,1,Goalkeeper,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,2.0,24,France,Ligue1,OGCNice,0,0,Goalkeeper,3000000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0
11528,0.0,31,Iran,StarsLeague,AlAhli,0,42,DefensiveMidfield,1200000.0,49.0,17.0,0.0,41.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,7.0,0.0
9430,0.0,19,Brazil,SérieA,Internacional,0,0,AttackingMidfield,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6954,0.0,33,Venezuela,TorneoApertura,Atl.Venezuela,0,2,AttackingMidfield,250000.0,7.0,5.0,0.0,8.0,0.0,0.0,9.0,23.0,0.0,10.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0
2848,0.0,21,Austria,Bundesliga,RBSalzburg,1,8,CentralMidfield,15000000.0,29.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,0.0
2675,0.0,30,Brazil,PremierLiga,ShakhtarD.,1,6,AttackingMidfield,1000000.0,26.0,16.0,0.0,29.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
2701,0.0,30,Portugal,Premiership,Rangers,1,15,RightWinger,1000000.0,39.0,38.0,0.0,48.0,2.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0
9995,0.0,33,Japan,J2League,KagoshimaUtd.,0,0,LeftMidfield,25000.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12312,0.0,23,UnitedArabEmirates,UAEGulfLeague,Al0AinFC,0,0,Midfielder,25000.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,0.0,19,Sweden,Allsvenskan,Sirius,0,0,CentralMidfield,75000.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3965,0.0,30,Portugal,LigaNOS,SantaClara,0,1,RightWinger,600000.0,27.0,40.0,0.0,34.0,0.0,0.0,7.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2412,0.0,24,Senegal,Premiership,DundeeFC,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
3304,0.0,27,Serbia,SüperLig,Besiktas,8,35,AttackingMidfield,13000000.0,59.0,53.0,0.0,30.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0
4025,0.0,29,Greece,LigaNOS,Benfica,1,33,DefensiveMidfield,4000000.0,13.0,15.0,0.0,49.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0
8473,0.0,23,Colombia,LigaÁguilaI,Indep.Medellín,0,0,CentralMidfield,750000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,0.0,23,France,Ligue1,G.Bordeaux,0,0,Goalkeeper,2500000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0
2589,0.0,29,Ukraine,PremierLiga,Desna,0,0,LeftMidfield,300000.0,20.0,16.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5143,0.0,26,SouthAfrica,ABSAPremiership,Sundowns,0,3,Goalkeeper,400000.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
7298,0.0,36,Argentina,PrimeraBNacional,GuillermoBrown,0,0,LeftMidfield,300000.0,32.0,16.0,0.0,28.0,1.0,1.0,7.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9040,0.0,34,Argentina,PrimeraDivisión,Colón,0,1,SecondStriker,1500000.0,38.0,11.0,0.0,10.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0
9419,0.0,24,Brazil,SérieA,SantosFC,0,0,CentralMidfield,600000.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9206,0.0,20,Argentina,PrimeraDivisión,CARosario,0,0,CentralMidfield,500000.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,0.0,32,Albania,SuperLeague,PASGiannina,0,68,DefensiveMidfield,400000.0,18.0,1.0,0.0,91.0,7.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5732,0.0,33,Egypt,PremierLeague,Zamalek,0,4,AttackingMidfield,400000.0,18.0,37.0,0.0,23.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11377,0.0,26,Iran,PersianGulfProLeague,MachineSazi,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2867,0.0,26,Austria,Bundesliga,AustriaVienna,0,0,RightWinger,1000000.0,56.0,17.0,0.0,44.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11887,0.0,22,Thailand,ThaiLeague,MuangthongUtd.,0,1,AttackingMidfield,50000.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11396,0.0,30,Iran,PersianGulfProLeague,FCNassajiM.,0,0,AttackingMidfield,500000.0,18.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,0.0,24,Israel,Ligatha'Al,HapoelRaanana,0,0,Forward,300000.0,6.0,3.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,0.0,28,Poland,Ekstraklasa,PogonSzczecin,0,0,DefensiveMidfield,200000.0,16.0,12.0,2.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11387,0.0,28,Iran,PersianGulfProLeague,Foolad,0,0,DefensiveMidfield,450000.0,5.0,2.0,0.0,17.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8853,0.0,32,UnitedStates,MLS,Timbers,0,0,Goalkeeper,350000.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3027,0.0,29,Belgium,JupilerProLeague,KSCLokeren,0,2,RightWinger,400000.0,60.0,36.0,0.0,18.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0
446,0.0,24,Israel,Ligatha'Al,H.BeerSheva,0,2,RightWinger,750000.0,10.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11198,0.0,31,Hongkong,HongKongPL,Dreams,0,0,Goalkeeper,25000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6835,0.0,30,CostaRica,PrimeraDiv.Clausura,PérezZeledón,0,0,RightMidfield,175000.0,6.0,6.0,0.0,21.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8041,0.0,33,Spain,LigaMXClausura,Lobos,0,0,CentralMidfield,1000000.0,13.0,11.0,0.0,39.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7151,0.0,22,Mexico,AscensoMXClausura,Celaya,0,0,LeftWinger,400000.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5851,0.0,21,Egypt,PremierLeague,Ahly,0,0,CentralMidfield,300000.0,6.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8246,0.0,25,Mexico,LigaMXClausura,Chivas,0,2,LeftWinger,1500000.0,11.0,10.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
2523,0.0,22,Switzerland,SuperLeague,BSCYoungBoys,0,5,CentralMidfield,3000000.0,18.0,8.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8845,0.0,21,CostaRica,MLS,Timbers,0,0,LeftWinger,175000.0,6.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,0.0,22,France,Ligue1,SCOAngers,0,2,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4055,0.0,24,Portugal,LigaNOS,Braga,0,3,Goalkeeper,2500000.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
