,price,yellow_card_champ,yellow_card_cup,goal_continent,assist_continent,yellow_card_continent,score_goal_cup,score_goal_champ,score_goals_selection,score_assist_cup,score_assist_champ,score_selections_nation
9294,900000.0,26.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,1.0,5.0,0.0
11674,25000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3864,500000.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,500000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6182,350000.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
864,2500000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
10588,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
1177,150000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2534,600000.0,25.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,20.0,0.0
7820,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0
3490,1750000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
153,1000000.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,2.0,2.0
5531,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10730,125000.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,18.0
10385,25000.0,8.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,5.0,0.0
12035,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,50000000.0,4.0,0.0,6.0,9.0,1.0,1.0,12.0,1.0,0.0,15.0,15.0
3891,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,150000.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,3.0,3.0
1538,750000.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,6.0
5147,175000.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0
10063,25000.0,14.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,3.0,28.0,0.0
897,4000000.0,26.0,1.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,18.0,4.0
11126,175000.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0
5514,100000.0,50.0,4.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,14.0,7.0
5162,225000.0,23.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0
9522,300000.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
10247,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11867,450000.0,9.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,25.0,2.0
8332,3000000.0,23.0,2.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,4.0,12.0
11151,125000.0,10.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,3.0,15.0
9377,1000000.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4847,650000.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0
12640,900000.0,30.0,5.0,1.0,0.0,11.0,0.0,2.0,0.0,1.0,2.0,0.0
5053,250000.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
6250,550000.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0
8596,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9307,400000.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
199,18000000.0,23.0,0.0,3.0,4.0,0.0,0.0,61.0,1.0,0.0,49.0,4.0
4556,80000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
8270,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11104,200000.0,17.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0
6432,1300000.0,43.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,12.0,42.0
6895,225000.0,95.0,0.0,1.0,2.0,5.0,0.0,40.0,0.0,0.0,15.0,14.0
10982,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
1771,1000000.0,38.0,0.0,1.0,1.0,1.0,4.0,27.0,0.0,2.0,28.0,1.0
9653,175000.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0
3685,500000.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0
6488,250000.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5715,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6333,125000.0,14.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0
1545,150000.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,175000.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
317,150000.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
10057,300000.0,5.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,6.0,0.0
1942,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
7268,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,1750000.0,12.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,11.0,0.0
5555,700000.0,29.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,1.0
7355,75000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6130,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6234,250000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5286,250000.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,9.0,0.0
5795,250000.0,12.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,7.0,0.0
12199,125000.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0
8606,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12193,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
6049,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,25000000.0,19.0,4.0,5.0,1.0,3.0,1.0,22.0,0.0,1.0,9.0,6.0
5828,100000.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
3175,4000000.0,34.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0
5045,750000.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,3.0
7194,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3147,450000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11060,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
11508,1000000.0,29.0,1.0,12.0,13.0,7.0,2.0,91.0,2.0,1.0,46.0,19.0
10022,150000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10243,200000.0,50.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0
9042,3500000.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
6774,75000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3832,450000.0,7.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,3.0,23.0,2.0
7592,100000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9712,300000.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,12.0
868,8000000.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,23.0,0.0
8153,400000.0,8.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,1.0,8.0,10.0
9566,125000.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0
8216,200000.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
12128,50000.0,13.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1705,400000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9704,150000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,3500000.0,48.0,4.0,0.0,0.0,0.0,3.0,16.0,0.0,1.0,33.0,0.0
578,500000.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,40.0,1.0
12658,1200000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
10742,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12493,650000.0,21.0,2.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,26.0,0.0
4184,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
852,3000000.0,20.0,3.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,9.0,15.0
4228,3500000.0,53.0,2.0,2.0,0.0,2.0,8.0,85.0,0.0,3.0,37.0,0.0
11609,25000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4675,20000000.0,39.0,2.0,1.0,1.0,3.0,2.0,27.0,0.0,5.0,14.0,0.0
5952,1200000.0,2.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,15.0,8.0
180,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5181,275000.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0
3273,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9196,2500000.0,12.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0
7321,200000.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2273,400000.0,24.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,17.0,3.0
9560,400000.0,33.0,0.0,0.0,1.0,2.0,0.0,12.0,4.0,0.0,14.0,16.0
2994,1300000.0,22.0,2.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,24.0,0.0
3177,1000000.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
9520,750000.0,35.0,2.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,16.0,0.0
8888,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10627,25000.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0
2860,2500000.0,72.0,0.0,2.0,5.0,6.0,0.0,78.0,0.0,0.0,55.0,1.0
6719,75000.0,16.0,0.0,2.0,4.0,0.0,0.0,13.0,0.0,0.0,3.0,10.0
11701,200000.0,5.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,26.0,0.0
1706,900000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856,1000000.0,9.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,7.0,3.0
11977,200000.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
9691,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10958,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5875,100000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6117,375000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6413,250000.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0
12379,775000.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0
3889,175000.0,17.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0
6363,25000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8795,500000.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6557,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7624,325000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4942,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8351,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4919,600000.0,25.0,5.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,3.0,19.0
1500,450000.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,7.0
5882,150000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6613,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,450000.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0
848,1000000.0,29.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,13.0,0.0
2575,600000.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10137,300000.0,6.0,2.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,11.0,0.0
7639,350000.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2084,300000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
11718,125000.0,5.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,3.0,8.0,7.0
11729,450000.0,11.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,6.0,0.0
4650,350000.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5643,175000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,300000.0,17.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,9.0,5.0
7143,400000.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
1993,500000.0,23.0,4.0,3.0,1.0,2.0,0.0,5.0,0.0,2.0,9.0,1.0
7370,75000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7511,125000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6801,150000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1568,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7695,200000.0,25.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0
10723,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,25000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,300000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11037,300000.0,59.0,2.0,0.0,0.0,0.0,1.0,49.0,0.0,1.0,10.0,0.0
10077,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5563,300000.0,5.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,6.0,0.0
12156,125000.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0
8614,450000.0,18.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0
3130,3000000.0,37.0,6.0,0.0,0.0,0.0,7.0,27.0,0.0,1.0,30.0,2.0
2318,200000.0,25.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,28.0,0.0
6519,200000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6104,325000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
5178,125000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8700,450000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11375,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6084,550000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
9260,450000.0,79.0,5.0,2.0,1.0,11.0,1.0,14.0,0.0,0.0,21.0,38.0
8663,750000.0,15.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,14.0,2.0
8067,1800000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6606,300000.0,12.0,1.0,0.0,0.0,0.0,2.0,17.0,0.0,1.0,8.0,0.0
5467,600000.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0
6000,400000.0,28.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,7.0,1.0
8231,500000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3870,350000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0
5646,325000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0
6367,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
2288,100000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6220,200000.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5830,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,1500000.0,17.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,20.0,0.0
10365,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0
1649,550000.0,10.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,3.0,15.0,0.0
5524,150000.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
1163,400000.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
3552,700000.0,41.0,2.0,1.0,1.0,0.0,5.0,39.0,0.0,4.0,32.0,5.0
10755,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6446,75000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6490,125000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6891,100000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3712,5500000.0,59.0,4.0,2.0,4.0,11.0,0.0,6.0,4.0,1.0,24.0,92.0
5735,250000.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4543,80000000.0,14.0,0.0,5.0,7.0,1.0,3.0,31.0,2.0,2.0,31.0,21.0
918,2000000.0,46.0,4.0,0.0,0.0,1.0,4.0,43.0,3.0,8.0,28.0,48.0
4274,250000.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6168,350000.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0
7235,500000.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
10568,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4146,100000.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0
8508,400000.0,15.0,2.0,0.0,0.0,0.0,2.0,14.0,0.0,1.0,23.0,13.0
5137,1000000.0,27.0,1.0,0.0,0.0,0.0,1.0,51.0,5.0,1.0,21.0,32.0
10515,100000.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0
4778,500000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7309,100000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
4128,350000.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,6.0
9644,200000.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0
7473,125000.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
11362,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2263,1000000.0,38.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,11.0,2.0
3494,600000.0,9.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,1.0,15.0,0.0
3980,200000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1047,20000000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
9477,700000.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0
11991,750000.0,46.0,3.0,1.0,0.0,1.0,1.0,17.0,0.0,0.0,21.0,24.0
3801,350000.0,31.0,3.0,0.0,0.0,0.0,3.0,24.0,1.0,1.0,5.0,1.0
6292,200000.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,1.0
1821,300000.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,3.0
12698,2000000.0,18.0,1.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,28.0,0.0
10420,75000.0,11.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0
1541,100000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497,150000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,500000.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,11.0
3894,1500000.0,16.0,0.0,0.0,0.0,0.0,5.0,48.0,0.0,1.0,26.0,1.0
5049,1000000.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1703,400000.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,5.0
4322,3000000.0,6.0,2.0,0.0,2.0,1.0,1.0,38.0,4.0,1.0,25.0,21.0
8550,800000.0,22.0,0.0,3.0,1.0,1.0,0.0,21.0,0.0,0.0,12.0,0.0
4234,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
586,7000000.0,39.0,1.0,1.0,2.0,0.0,3.0,14.0,0.0,0.0,10.0,7.0
3594,450000.0,41.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,19.0,0.0
1225,75000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
12672,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12092,50000.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
6710,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2962,200000.0,75.0,9.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,9.0,0.0
10000,50000.0,7.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0
7667,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3146,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
66,3500000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8104,1500000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4194,5000000.0,7.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,2.0,7.0,1.0
8665,250000.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
8135,1200000.0,19.0,0.0,4.0,2.0,1.0,0.0,35.0,2.0,0.0,24.0,8.0
10847,225000.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,9.0,12.0
10042,800000.0,7.0,0.0,3.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,11.0
8991,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,300000.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,20.0,1.0
11919,100000.0,4.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,5.0,1.0
1045,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5487,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5517,300000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10308,75000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2516,2500000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5025,500000.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0
11999,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12621,800000.0,41.0,7.0,2.0,7.0,2.0,7.0,46.0,0.0,14.0,56.0,3.0
12000,75000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12427,2200000.0,21.0,3.0,0.0,0.0,0.0,10.0,15.0,0.0,6.0,24.0,4.0
4600,500000.0,51.0,2.0,6.0,4.0,4.0,24.0,90.0,31.0,11.0,49.0,91.0
12661,800000.0,14.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,16.0,0.0
6744,125000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8047,350000.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
